Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Carbon Emissions (Million Tons)
Brazil,2014,1613.0,42224.94,31.56,62.42,3937.62
Canada,2006,424.07,1483.84,29.21,53.99,3103.87
Brazil,2009,2543.44,12063.19,9.13,11.12,4419.04
Russia,2020,9799.23,47289.0,44.28,51.95,3560.72
Australia,2022,8304.7,19570.08,70.1,20.24,4648.32
Brazil,2019,5999.07,46960.31,6.88,19.97,3764.66
Japan,2009,9299.56,14073.52,14.57,20.53,3706.59
China,2012,4508.26,11294.35,60.15078572077391,39.84921427922609,4308.97
USA,2014,9834.48,11098.37,55.45,18.09,3296.26
Russia,2022,3033.39,4718.82,65.8,18.8,938.9
India,2017,2479.03,44873.4,24.56,27.93,460.69
Canada,2022,6416.68,49001.83,73.32,10.06,1613.34
UK,2003,3843.72,47748.19,45.79,29.31,4081.25
Russia,2019,6301.02,42675.39,51.629300172460745,48.370699827539255,157.45
Australia,2016,3119.46,42420.95,12.83,52.11,792.7
UK,2002,6217.39,33223.73,22.3629112662014,77.63708873379859,575.27
Japan,2020,2829.89,41397.58,70.74,18.37,234.02
Canada,2020,604.62,10812.95,24.03,70.59,4060.9
UK,2001,9130.15,19701.68,12.87,37.38,1433.95
Brazil,2003,8843.73,32221.4,55.76,37.09,3658.18
Russia,2000,9710.9,43801.18,51.57,34.42,752.46
China,2014,7193.62,33193.24,56.67,18.73,2074.22
Canada,2024,6858.94,42031.59,56.95626360577874,43.043736394221256,626.5
Germany,2000,5634.13,23960.5,42.1875,57.8125,62.28
Japan,2005,1346.83,36006.54,39.72093023255814,60.27906976744186,3085.15
USA,2006,1973.43,49009.05,51.910531220876045,48.08946877912396,2430.86
Canada,2018,2965.75,8097.68,43.67576939748592,56.32423060251408,2112.35
Australia,2011,8912.55,46382.57,51.73282923755514,48.26717076244486,439.36
Russia,2000,1812.4,26357.02,27.69,44.83,2961.61
Brazil,2006,9236.44,32339.29,52.59515570934256,47.40484429065744,3911.01
USA,2018,5275.58,43954.52,7.07,61.77,382.86
USA,2012,7184.14,20777.88,52.36,21.29,2096.62
Japan,2011,1191.42,21225.28,37.63,57.78,1592.2
UK,2011,2763.43,26595.5,56.33,40.17,4464.79
Australia,2021,9589.33,1445.55,35.61,51.71,1350.15
UK,2012,2734.88,25084.98,47.523041474654384,52.476958525345616,4724.19
Brazil,2013,3035.57,14908.82,6.73,55.68,4150.59
USA,2021,2056.21,46433.73,34.28521829702283,65.71478170297716,545.79
Australia,2011,1377.83,4842.9,51.712118105392655,48.28788189460735,2429.16
Australia,2019,2409.25,23236.36,26.27,19.02,3262.56
India,2011,6459.04,47399.67,9.48,10.82,2985.71
Russia,2005,4608.14,45101.24,47.2,36.91,3412.19
USA,2009,5582.18,35216.75,55.49880186656577,44.50119813343422,2160.22
USA,2019,1311.41,29673.37,10.45,26.11,4528.48
Australia,2023,8040.95,14396.18,10.95,58.4,1388.29
UK,2008,7862.54,18664.38,55.58,43.32,515.8
USA,2001,313.74,4961.68,26.26,62.23,4890.97
Australia,2006,3896.8,39412.36,39.87,21.55,3277.2
USA,2008,780.83,16531.55,73.86885566305091,26.131144336949085,3313.03
Australia,2024,7941.85,33555.2,21.9,26.98,4096.76
India,2011,7398.97,18200.94,57.74906138129747,42.25093861870252,2136.14
Russia,2004,9029.68,23484.36,47.88,30.27,1961.87
Australia,2000,2440.4,27972.62,55.07597149388194,44.92402850611805,4748.27
USA,2021,4617.33,40191.69,71.8970323003771,28.102967699622887,1964.57
Brazil,2014,1926.43,10952.24,45.10148321623732,54.89851678376269,438.47
Russia,2007,3775.23,20238.89,41.72387490465293,58.276125095347055,1573.76
India,2000,5270.21,6939.04,56.58504301786896,43.41495698213104,4374.03
Australia,2017,627.97,4250.14,32.09,26.95,520.05
Brazil,2012,7177.22,30431.38,24.27,68.13,3597.69
Australia,2000,5478.6,9860.01,87.0,10.88,1368.69
UK,2004,8306.69,3460.07,41.77,27.96,3741.56
USA,2017,2790.63,44906.35,5.14,37.12,2597.04
Canada,2015,9042.88,26948.56,76.21,23.72,3201.05
Japan,2009,9987.07,7164.1,51.70438799076212,48.29561200923788,1253.82
China,2003,9201.05,3144.59,19.33,49.06,882.19
UK,2000,7801.14,6433.07,7.56,38.45,363.38
Brazil,2022,8142.45,23831.19,29.78,30.61,4136.61
UK,2007,5780.07,33589.03,67.5064391500322,32.4935608499678,3566.9
Germany,2004,1982.52,32243.36,73.52043929225137,26.47956070774863,1502.09
Australia,2001,6802.7,7648.94,31.44,25.49,4192.72
Australia,2023,7156.25,31857.7,68.73644251626898,31.263557483731024,4176.8
China,2016,9855.31,20540.85,42.56,52.16,731.91
China,2006,5458.88,23504.82,52.254116024480645,47.74588397551936,3582.75
Germany,2016,2786.55,40170.81,33.43,30.81,1496.8
USA,2005,6868.36,16958.72,39.031794216328485,60.96820578367152,2362.59
Japan,2021,9795.82,7776.45,29.97,28.34,2179.22
Canada,2014,1854.42,43735.93,10.19,59.85,3020.91
Canada,2004,3327.38,11000.46,16.85,15.7,1768.3
India,2014,5464.62,15054.48,29.71,56.54,412.61
India,2017,1785.12,35476.21,67.58334613611922,32.41665386388078,3379.62
USA,2017,319.98,34335.74,63.59918200408997,36.40081799591002,4804.83
India,2024,3436.13,40119.8,75.35,22.89,3355.95
India,2020,8667.17,9601.4,24.76,40.35,2721.05
Germany,2020,530.34,17937.85,40.064042192503294,59.9359578074967,859.93
Germany,2022,4346.4,6731.22,39.95098039215686,60.049019607843135,3144.63
India,2005,7645.79,27281.44,37.89,26.63,3074.88
UK,2001,9536.51,14982.24,8.81,34.68,3112.83
Russia,2016,9856.21,34602.31,50.43,10.27,4466.95
Russia,2020,4277.5,517.05,11.19,16.3,3595.78
USA,2003,9508.8,3454.31,73.16,18.87,3927.83
Canada,2011,450.65,21911.73,63.76,30.56,1601.03
China,2018,7484.58,47930.12,34.98,63.13,1388.36
USA,2001,6463.19,44597.14,56.75777924903055,43.24222075096945,1073.57
India,2001,2570.27,49703.45,24.81,65.48,3902.94
Germany,2013,5122.45,21133.1,27.55,62.84,3508.01
Australia,2014,1382.58,2805.14,31.7,51.1,1743.37
UK,2019,8728.81,15644.83,61.78868693731951,38.21131306268048,748.48
Brazil,2001,3643.19,33950.66,22.91,75.19,4241.0
Germany,2003,6297.84,7190.61,51.45583795890545,48.54416204109456,1952.18
Russia,2018,1671.89,15348.62,22.04,43.8,989.26
Germany,2008,2141.03,3280.23,29.20955331268112,70.79044668731888,764.83
UK,2006,9920.37,24010.87,25.02,15.0,4602.42
China,2012,7555.56,10841.57,51.6889848812095,48.31101511879049,694.31
India,2011,9623.52,5016.78,49.77,17.91,1830.38
Australia,2002,3028.93,20855.18,49.596110695587136,50.403889304412864,3179.35
Russia,2012,1729.17,17885.66,23.7,65.49,2069.98
Russia,2014,5080.38,27107.13,5.78,45.25,2413.43
Japan,2013,4997.22,37577.41,52.75795483166821,47.24204516833179,4022.98
Canada,2023,1831.97,6072.15,14.76,64.08,4996.21
China,2008,7358.87,39660.72,25.94,43.83,2362.73
Russia,2012,3681.6,1801.35,29.674329501915707,70.32567049808429,1925.19
Canada,2022,1945.02,22433.54,62.78536719537912,37.21463280462088,2063.48
Russia,2021,3386.64,29577.8,44.54990814451929,55.45009185548071,1877.09
India,2003,5680.22,47871.43,20.66,50.79,2395.17
Canada,2020,7292.06,28909.19,55.82,39.84,1698.89
UK,2007,4870.72,8358.09,65.19,10.29,2339.95
Japan,2002,5303.39,26118.32,38.06,30.69,4730.01
India,2001,1475.56,20091.31,25.91,70.75,1466.76
UK,2018,9155.44,24228.1,61.04945482866043,38.95054517133956,3276.78
Australia,2022,9294.37,10256.3,56.93,39.5,2460.32
China,2007,6865.92,25290.94,11.62,44.26,3675.36
China,2016,274.55,7926.97,61.67,30.04,2387.85
Brazil,2012,5417.03,37330.13,46.52,44.41,844.68
Brazil,2006,6329.27,29898.36,65.54015568634897,34.45984431365103,4368.47
Canada,2008,9947.08,4387.12,21.21,73.66,3395.05
China,2011,9961.06,44535.92,26.95,49.48,2653.06
Canada,2013,8590.35,31010.79,42.803378773939954,57.19662122606005,4163.86
Brazil,2013,731.93,16147.3,44.169950975680095,55.83004902431991,4882.12
Australia,2014,9537.44,2759.3,37.84,24.88,2076.53
Russia,2002,6165.35,31795.22,49.16277398490838,50.83722601509163,1797.65
UK,2014,8028.78,18985.29,53.0,16.11,3780.28
Germany,2018,4131.21,45427.1,61.225063220005616,38.77493677999438,2300.3
Canada,2023,3264.73,2226.45,18.03,26.74,474.56
Australia,2019,4686.12,2435.57,58.43441836111353,41.56558163888647,1804.35
UK,2013,1554.06,47490.31,44.23,31.0,4052.73
China,2007,3634.95,48261.26,7.87,60.6,3548.14
Russia,2004,8590.41,1873.24,24.80350213909064,75.19649786090936,4321.08
UK,2018,475.71,35943.65,7.19,59.64,775.8
Japan,2003,1593.69,11464.0,43.83,34.87,1257.41
Brazil,2013,1338.65,35218.94,32.7,52.0,1112.94
UK,2015,4090.45,43502.27,55.19146031154969,44.80853968845032,4858.1
Germany,2019,9970.17,5491.16,73.17118455254362,26.828815447456368,886.18
Australia,2023,1816.24,12318.94,75.18,18.27,3009.75
Russia,2005,1540.28,1691.84,47.59,19.15,3182.92
India,2022,9159.05,2669.58,62.24627875507443,37.75372124492557,3113.52
UK,2024,8832.3,1966.08,27.68,61.25,3473.73
USA,2005,419.18,40133.78,48.4586362381522,51.541363761847805,2445.41
Germany,2002,7541.89,15265.49,38.4,41.77,464.26
Germany,2014,6589.11,24913.97,19.56,61.05,3521.12
USA,2002,7700.63,39498.29,11.17,54.38,1441.47
Japan,2010,4995.57,24999.71,49.281217701775816,50.71878229822418,425.57
India,2002,9914.65,21745.21,13.3,24.17,890.44
Brazil,2009,534.09,1072.87,66.03,31.88,1471.74
Australia,2017,2420.28,28617.96,70.95290811547305,29.047091884526953,2190.58
Russia,2000,4025.81,6674.78,18.78,66.57,4313.55
Australia,2015,4552.8,38350.09,41.202305791929724,58.797694208070276,2705.69
India,2015,9221.54,13258.02,67.8,27.69,2386.24
Australia,2009,5644.04,33872.28,29.38,13.86,996.73
USA,2000,546.6,32488.06,56.63945578231293,43.36054421768708,4798.35
Germany,2003,4137.84,31025.44,67.54466907138664,32.45533092861337,4547.15
Australia,2002,4223.26,13714.12,13.82,25.39,4089.58
Canada,2004,9658.36,13720.94,7.33,18.19,1649.6
UK,2011,6032.05,43220.88,88.0,10.9,2830.06
India,2024,6392.95,1133.96,68.3618504435995,31.638149556400503,1974.79
Japan,2011,7161.21,9485.37,40.89,33.78,2044.43
Canada,2012,7723.39,30703.46,9.3,58.75,407.05
USA,2023,6387.01,40943.79,42.362285798337865,57.637714201662135,743.22
China,2011,2448.22,18238.1,29.94,24.47,4807.79
USA,2024,8753.05,32845.45,75.803995341754,24.19600465824599,3069.91
Japan,2015,7347.99,28079.24,68.34024114544084,31.65975885455916,81.23
Japan,2012,7444.52,3694.74,58.55698171917542,41.44301828082458,4055.47
Canada,2004,9965.91,31276.63,29.18,58.84,480.86
UK,2023,8045.01,40788.22,64.61,34.64,3555.37
India,2003,8308.6,49626.19,29.58,17.29,3123.2
Brazil,2020,9518.91,1967.18,8.2,61.12,361.61
Germany,2014,1596.23,33172.88,42.35769501054111,57.64230498945889,2678.15
Canada,2011,5027.5,21020.2,46.54,27.34,284.8
Japan,2018,5847.61,984.5,69.86,19.57,368.73
China,2020,3359.83,30910.87,62.598582012267975,37.40141798773202,303.34
Russia,2018,8410.09,6560.15,35.13,24.58,1314.43
Japan,2020,7647.95,19239.06,43.21,36.19,4018.76
UK,2010,7236.74,13437.67,41.11517367458866,58.88482632541133,1844.15
UK,2020,9971.78,18377.59,32.56,25.37,3215.71
Japan,2005,2667.88,24888.43,50.64992943623263,49.35007056376736,668.0
UK,2008,7381.03,18280.87,46.340090090090094,53.65990990990991,4667.68
Canada,2000,5558.9,27860.23,76.51522161561951,23.48477838438049,2545.99
Japan,2011,3198.59,12313.16,56.26808550359377,43.73191449640624,171.74
Japan,2013,1689.81,31950.41,23.01,52.98,2710.16
India,2005,8969.25,42761.27,19.01,24.02,963.42
Germany,2000,5995.01,11591.32,36.65,20.15,1019.29
China,2021,8266.84,25639.92,34.49,47.18,3021.85
UK,2001,5498.92,32610.14,39.61,58.57,1170.6
India,2023,2277.77,28448.99,20.61,42.55,1109.21
Brazil,2010,3441.73,18599.65,85.54099951479863,14.459000485201356,2727.75
Brazil,2002,3877.23,32288.89,17.39,74.76,1215.52
Australia,2009,9732.05,1898.19,50.76806849660035,49.23193150339965,597.04
Canada,2005,155.77,18810.36,6.11,53.48,2070.87
Canada,2005,9858.09,26864.3,39.59,55.05,307.39
USA,2019,9806.57,1520.35,31.28,37.9,4531.35
China,2020,9961.89,25628.62,32.19625365183021,67.8037463481698,2285.11
Japan,2001,4818.22,32885.6,47.34,19.29,114.82
UK,2023,9641.71,38080.78,47.57578330644476,52.42421669355524,1162.03
China,2009,4016.43,6112.02,54.6,39.46,4791.2
Australia,2022,360.31,49532.96,44.9842658684473,55.01573413155268,2507.13
USA,2005,2321.04,30505.3,56.05109489051095,43.94890510948905,1826.5
India,2022,9458.43,18478.09,61.95174593386263,38.04825406613735,1609.8
China,2016,236.27,12830.1,47.21931477217222,52.78068522782778,2114.0
India,2013,5505.34,28858.39,11.71,73.87,1098.23
Brazil,2004,848.46,44144.73,86.39035568396932,13.609644316030687,3758.18
UK,2022,2935.33,26267.99,78.4606916796624,21.539308320337582,2566.11
Australia,2016,972.12,33242.87,53.32627636185978,46.67372363814021,3769.6
Japan,2001,8609.33,18205.97,39.65670795886973,60.34329204113027,1309.19
UK,2008,5951.6,19713.54,26.3,40.12,57.19
Germany,2011,9030.85,14665.67,69.29,12.68,4832.83
Canada,2018,6914.7,35429.05,59.13108057927962,40.86891942072038,2584.73
Australia,2021,9713.19,18279.78,61.54,23.63,444.71
China,2006,5147.79,9940.46,54.57854942593111,45.42145057406889,563.57
UK,2008,6423.23,18785.33,21.41,36.93,2201.66
Russia,2020,5805.46,42764.45,35.41,49.06,3491.56
Canada,2015,4894.18,37043.48,46.89572456610695,53.10427543389304,2013.38
Canada,2019,8475.0,17064.72,6.44,44.01,4109.75
Russia,2010,6480.8,45387.04,59.51,12.42,1678.84
USA,2011,8032.99,4204.22,58.07332616072167,41.92667383927832,275.75
USA,2014,7885.0,2962.81,33.45,32.8,91.04
Russia,2017,1991.35,6809.78,11.47,64.47,4304.25
Germany,2018,6536.62,6264.51,63.50408441116405,36.49591558883594,4923.09
Brazil,2015,2076.52,4847.8,17.06,61.9,707.35
Russia,2014,5874.87,33236.46,33.15779916469947,66.84220083530053,357.1
Brazil,2004,6806.6,30241.7,64.80891719745223,35.19108280254777,4576.32
UK,2010,9972.63,32556.47,48.4320104098894,51.56798959011061,548.74
Germany,2014,402.37,34574.12,78.3,20.49,1180.6
Australia,2017,1003.3,37965.55,47.62765047066655,52.37234952933345,4018.15
Brazil,2012,862.56,10755.26,45.45,12.43,4990.02
Canada,2003,4043.78,31304.02,75.58321897667125,24.41678102332876,2455.77
UK,2016,8233.72,29212.41,49.30050363738109,50.69949636261891,1093.32
Canada,2003,8456.16,47211.17,54.19,13.23,4246.2
Germany,2015,7396.1,12002.2,41.89,17.13,2001.84
Brazil,2022,8979.09,3406.79,36.69,30.37,1399.58
India,2014,3296.31,32848.01,45.85,50.29,2477.56
Germany,2013,972.73,37138.56,36.01,11.12,4286.2
Germany,2011,675.71,14518.2,34.2,43.76,1203.35
India,2002,8536.11,28757.0,62.445902554795474,37.554097445204526,2147.98
UK,2009,7331.32,3447.04,33.58,38.18,2249.01
Brazil,2007,7016.29,48022.22,26.79,14.73,4172.18
Brazil,2005,3462.8,5941.29,35.08,52.76,3396.23
Canada,2021,3861.06,3844.74,51.30539812319985,48.69460187680015,3913.41
Germany,2013,9585.32,2683.45,64.4739929605006,35.52600703949941,3482.26
Germany,2016,731.67,21649.96,55.15365162081385,44.84634837918615,2983.75
Japan,2020,7759.94,5309.41,75.7267154439391,24.273284556060908,705.43
Australia,2018,3165.37,37360.09,57.57083825265643,42.42916174734357,4173.1
Germany,2015,486.64,44994.27,79.62502391429118,20.37497608570882,3056.03
China,2014,7451.44,13380.84,24.98,37.49,3520.8
Australia,2014,3376.03,31624.27,43.96,14.73,3904.8
China,2000,7249.26,2595.75,35.91549295774647,64.08450704225352,1592.91
Brazil,2023,7105.78,19634.94,37.46,47.68,2214.71
Australia,2022,5394.39,15000.63,43.66736507477784,56.332634925222166,2729.39
Germany,2022,7795.99,11816.65,34.01094605160282,65.98905394839718,1746.97
India,2011,5852.28,32413.81,41.802024910772815,58.19797508922719,1329.76
Canada,2009,2937.7,6946.28,37.49,17.09,3895.32
China,2013,7367.74,43105.17,31.45,52.46,3780.97
Australia,2009,5932.48,33409.38,35.01,38.53,4167.41
Germany,2009,226.0,35681.39,60.79097918912196,39.209020810878044,3498.64
Australia,2019,9026.28,46799.54,56.09,31.61,1593.05
Germany,2010,5501.87,47147.46,86.79189322787938,13.208106772120612,1668.66
Germany,2021,8699.41,27806.79,56.00059119125037,43.99940880874963,2662.58
Germany,2015,8839.09,25021.3,37.360774818401936,62.63922518159806,4186.2
Japan,2008,4505.17,17101.39,25.6,47.27,1764.15
Canada,2014,5125.83,35920.79,62.28,33.07,3841.4
India,2013,4215.97,27141.34,46.86885706262286,53.13114293737713,1563.18
India,2018,4549.42,46677.32,44.45,35.53,1725.7
Australia,2008,8961.96,12311.98,24.54,74.02,3774.21
Australia,2003,7902.63,15857.51,42.831438619448754,57.16856138055124,3408.95
Germany,2020,1352.6,16146.48,26.58,47.01,1080.73
Japan,2006,6142.05,40396.92,59.671071127354516,40.328928872645484,4143.76
Germany,2021,9959.48,5402.5,49.76166155941437,50.23833844058563,3933.82
Japan,2007,5995.95,23054.63,29.81,54.88,3997.22
Germany,2023,7880.13,21665.25,23.34,21.25,2378.24
China,2007,7713.71,4120.41,52.98609436540471,47.0139056345953,1676.77
China,2018,3568.14,20834.45,65.16,10.23,4256.42
Brazil,2014,3781.31,25912.21,48.29378139615451,51.706218603845485,2961.65
Germany,2015,7268.36,3722.68,53.9505940033943,46.0494059966057,4658.35
Canada,2021,5049.84,25738.18,56.33,28.18,1306.44
Brazil,2022,5748.65,47982.28,34.95631687444782,65.04368312555218,4879.35
Australia,2008,7157.77,48956.26,68.81755383990247,31.18244616009752,1927.13
UK,2011,7797.99,26818.15,45.74,44.0,1953.14
Germany,2015,2788.01,25997.3,6.73,11.94,1232.14
China,2003,1553.26,14632.65,34.61,38.09,4826.88
UK,2004,2988.77,49857.22,16.07,21.72,246.59
Japan,2007,5124.63,14074.34,35.89,29.33,2393.12
UK,2000,3487.2,22918.61,56.7,27.65,1859.13
Canada,2005,5726.79,645.24,6.93,13.22,838.35
Germany,2014,629.31,17787.0,65.15676567656766,34.84323432343234,3580.56
India,2003,5146.53,4036.29,54.977769186158895,45.02223081384109,4496.69
UK,2020,3743.05,37319.33,30.11,49.97,1255.67
India,2010,5393.2,28270.22,31.45,42.36,2513.39
Japan,2004,4283.08,28822.51,38.61411866608921,61.38588133391079,2912.16
Brazil,2017,2913.84,14682.31,26.09,12.64,1982.92
India,2023,9050.67,40837.37,5.37,52.97,4611.61
Brazil,2014,1929.17,661.91,7.26,70.63,2334.51
China,2017,6845.52,17013.26,35.41,12.87,4914.76
Germany,2019,9253.98,33145.13,15.56,44.74,1511.27
UK,2012,5432.83,45442.17,6.9,51.23,412.57
China,2004,8776.44,12113.49,76.96252465483235,23.037475345167653,2896.09
China,2000,1336.03,27284.45,28.3,27.68,4125.53
Russia,2021,4988.51,27130.58,42.36431358637815,57.635686413621855,1972.54
USA,2017,4624.55,43771.63,20.25,49.72,966.24
Canada,2013,180.38,3000.59,8.97,32.1,3704.29
Brazil,2004,4488.25,21511.54,51.81280339805825,48.18719660194174,1390.88
Russia,2005,3753.39,9532.05,15.62,62.27,3860.2
USA,2023,6731.01,1565.86,7.19,34.18,1348.49
Canada,2024,9389.46,7778.03,54.91,44.21,2808.58
Brazil,2015,949.33,48835.3,6.14,56.52,4444.0
Germany,2021,3342.02,11135.0,42.08,34.03,1062.85
Canada,2020,4496.24,46784.02,29.55,54.03,4112.44
UK,2011,4606.34,10660.09,32.15,27.58,1363.88
China,2019,7770.62,46599.11,5.33,30.44,3320.29
USA,2017,4489.62,32903.74,73.25640161725067,26.74359838274933,1256.38
USA,2001,368.9,6104.32,39.32187048047566,60.67812951952435,617.12
USA,2022,7130.03,29304.8,43.97639731191608,56.02360268808392,3336.92
Brazil,2020,8859.81,16266.44,55.423637344846185,44.57636265515381,2994.7
UK,2022,5187.66,19466.08,59.53705218387044,40.46294781612956,2037.34
Canada,2012,5852.97,22288.46,56.67,13.93,231.58
China,2016,1713.07,21424.0,55.71611049018043,44.28388950981957,2402.63
UK,2016,2284.39,33373.39,43.14,32.97,786.1
Russia,2015,2428.19,38534.22,36.56,52.86,1829.38
Germany,2020,4364.35,16794.3,52.13853536407262,47.86146463592739,2951.68
India,2017,9288.64,46256.02,78.55,13.18,4699.79
UK,2007,5265.67,46954.08,16.71,52.49,2580.99
Russia,2002,2001.77,2514.18,50.814947326575236,49.185052673424764,1014.18
China,2016,2734.27,1237.99,63.11,24.47,4733.82
India,2017,3901.75,21540.78,12.11,55.25,178.25
India,2022,6270.26,29736.94,63.23950022580158,36.7604997741984,3231.96
UK,2005,4456.33,14256.28,43.5795253276656,56.4204746723344,1348.84
USA,2007,3985.2,13340.98,59.86,17.74,3799.68
Australia,2022,5690.81,34077.52,20.15,41.05,1689.55
China,2012,2494.17,30284.36,25.600894354387925,74.39910564561207,2172.29
USA,2007,881.14,8773.77,15.29,58.25,3863.56
China,2018,341.7,44282.8,27.44,57.9,4494.2
Australia,2005,2587.47,34158.82,46.85,32.25,953.64
Germany,2022,1006.76,18447.52,75.86,16.57,1516.65
Australia,2014,3429.77,34339.42,39.71457856973903,60.285421430260975,71.41
Japan,2009,7752.04,6076.33,25.78,17.38,4290.03
UK,2016,7191.31,23678.68,8.79,79.49,4738.28
UK,2000,6148.18,8864.73,57.87,18.8,1433.26
Russia,2006,8539.75,2550.85,40.71,21.96,1953.55
USA,2012,2892.47,17247.15,73.73191418593048,26.268085814069515,2173.33
